,index,action,appPackage,category,contactSignificantContext,numberUpdates,p1,p2,p3,p4,p5,p6,posted,postedDayOfWeek,postedTimeOfDay,priority,removed,response,subject,n_embeddings,c_embeddings
193,189,False,googlequicksearchbox,unknown,False,7.1805515,-0.3151702,1.4670372999999999,0.9934934400000001,0.042931598,-1.366813,0.17405418,1530567134738.086,5,evening,0,1530567194738.086,short,unknown,"[-0.15522760152816772, 0.1602586805820465, -0.51402747631073, 0.16599434614181519, -0.1681099385023117, -0.028871824964880943, 0.13573722541332245, -0.05713567137718201, 0.013803940266370773, -0.2558591961860657, -0.366482138633728, 0.10868094861507416, -0.12464041262865067, 0.1609119474887848, 0.30371224880218506, 0.6624284982681274, -0.36736705899238586, -0.056233279407024384, -0.2619503140449524, -0.14056064188480377, -0.11747899651527405, -0.014641880989074707, -0.009463528171181679, -0.2605415880680084, -0.2811245322227478, 0.04202199727296829, -0.1336365044116974, -0.14513806998729706, -0.20098330080509186, 0.18495099246501923, 0.3000860810279846, -0.34738561511039734, -0.18693575263023376, -0.37249454855918884, 0.008464044891297817, -0.013007596135139465, 0.2899177074432373, -0.23858802020549774, 0.0959537997841835, 0.418962299823761, -0.34765884280204773, 0.06668660044670105, -0.4948941469192505, 0.1946016103029251, 0.0861329734325409, 0.561610758304596, -0.4935741722583771, -0.14412091672420502, -0.00046465187915600836, -0.4126763343811035, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.19228793680667877, -0.8942847847938538, 1.006601333618164, -0.4334474802017212, 0.07477736473083496, -0.7655895352363586]"
194,139,True,wia,msg,True,-1.3528959,0.7725204,0.24705857,0.20764932,0.15646404,0.5931811,1.3329201,1530567134738.086,5,evening,1,1530567854738.086,medium,unknown,"[-0.051805995404720306, -0.04173704609274864, -0.04665195941925049, -0.27809587121009827, 0.23719505965709686, -0.033845920115709305, 0.016739724203944206, 0.36520081758499146, 0.2218155413866043, -0.0882997140288353, -0.1785488724708557, 0.007363064680248499, 0.18767984211444855, -0.2060362696647644, -0.36508381366729736, 0.10868588835000992, -0.1349344700574875, -0.2116074115037918, 0.011431152932345867, -0.11851395666599274, 0.35563841462135315, 0.273383766412735, 0.09869085997343063, 0.08302665501832962, -0.054269939661026, -0.326057106256485, 0.2738562524318695, 0.03229018300771713, -0.03336385264992714, 0.06252653896808624, -0.5370887517929077, 0.49725255370140076, -0.09379416704177856, -0.049655113369226456, -0.7825281023979187, 0.09492943435907364, -0.40674132108688354, -0.18452197313308716, 0.31744369864463806, 0.09017546474933624, 0.4054000973701477, 0.1637757271528244, 0.36076483130455017, 0.15852788090705872, -0.0726359635591507, 0.06960348039865494, -0.06123419478535652, -0.04172341898083687, 0.25612005591392517, -0.028532428666949272, 0.44675958156585693, -0.7627975344657898, 0.6358047127723694, -0.08180944621562958, 0.14215664565563202, -0.6175026893615723, -0.2808590531349182, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.19228793680667877, -0.8942847847938538, 1.006601333618164, -0.4334474802017212, 0.07477736473083496, -0.7655895352363586]"
195,163,True,facebook messenger,msg,False,10.939702,1.1542029,0.29664573,2.0220797,0.32758933,0.16100676,0.29686686,1530568094738.086,5,evening,0,1530569714738.086,medium,unknown,"[-0.08651261776685715, -0.016865868121385574, -0.15451695024967194, 0.027165256440639496, -0.06443995982408524, -0.0007328146602958441, -0.0922180637717247, 0.2219260185956955, -0.16157682240009308, -0.2709948420524597, -0.10543247312307358, -0.01983105018734932, -0.39193353056907654, 0.16870176792144775, 0.07643072307109833, 0.1925550252199173, -0.3850570023059845, 0.10121282935142517, 0.2449260652065277, 0.047192733734846115, -0.1674126535654068, -0.7736755013465881, 0.021995587274432182, 0.1186748817563057, -0.050912365317344666, 0.07613760977983475, 0.10279171913862228, 0.09642142802476883, -0.49304723739624023, -0.33357083797454834, -0.09579446911811829, -0.1716562807559967, -0.0017213799292221665, 0.03621319308876991, -0.17964954674243927, 0.4376423954963684, -0.14198201894760132, -0.18181800842285156, -0.2622336149215698, -0.015775229781866074, -0.19680684804916382, -0.10898049175739288, -0.29626592993736267, 0.03442355990409851, 0.05338071659207344, -0.16634465754032135, 0.11745332181453705, -0.0940299928188324, -0.1950901746749878, -0.09849073737859726, 0.44675958156585693, -0.7627975344657898, 0.6358047127723694, -0.08180944621562958, 0.14215664565563202, -0.6175026893615723, -0.2808590531349182, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.19228793680667877, -0.8942847847938538, 1.006601333618164, -0.4334474802017212, 0.07477736473083496, -0.7655895352363586]"
196,83,True,whatsapp,unknown,False,-9.160081,-0.780859,2.6108387,2.749936,0.37753996,1.0313482,-0.8006833999999999,1530568214738.086,5,evening,0,1530569414738.086,medium,unknown,"[0.1988324671983719, 0.010035494342446327, -0.02777530811727047, -0.12013517320156097, -0.131544291973114, 0.056838687509298325, 0.0267773550003767, -0.08017965406179428, -0.08156361430883408, 0.1054358184337616, -0.2383010983467102, -0.5886416435241699, -0.05603644251823425, -0.08648607134819031, 0.08949396014213562, 0.11257611215114594, 0.24009071290493011, 0.05017862841486931, 0.19768448173999786, -0.09610418230295181, 0.06501158326864243, 0.006978239864110947, -0.2353954315185547, -0.03225647285580635, 0.08558981120586395, -0.09908807277679443, -0.04560454934835434, -0.0017780906055122614, -0.02545516937971115, 0.05686108395457268, -0.1048756092786789, -0.39048850536346436, 0.021501217037439346, 0.5179013013839722, 0.08593878895044327, 0.016632964834570885, -0.31265872716903687, 0.004846451338380575, -0.2058350294828415, -0.024987323209643364, 0.08240312337875366, -0.24793978035449982, -0.0060980492271482944, -0.03438890352845192, -0.3235475420951843, -0.18448691070079803, 0.2655058205127716, 0.14361725747585297, -0.15806566178798676, 0.3821435868740082, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.19228793680667877, -0.8942847847938538, 1.006601333618164, -0.4334474802017212, 0.07477736473083496, -0.7655895352363586]"
197,87,False,googlequicksearchbox,unknown,False,6.641941,0.1731006,0.8254693,0.3744327,0.14830111,-0.83995354,0.22721049999999998,1530568214738.086,5,evening,0,1530568274738.086,short,unknown,"[-0.15522760152816772, 0.1602586805820465, -0.51402747631073, 0.16599434614181519, -0.1681099385023117, -0.028871824964880943, 0.13573722541332245, -0.05713567137718201, 0.013803940266370773, -0.2558591961860657, -0.366482138633728, 0.10868094861507416, -0.12464041262865067, 0.1609119474887848, 0.30371224880218506, 0.6624284982681274, -0.36736705899238586, -0.056233279407024384, -0.2619503140449524, -0.14056064188480377, -0.11747899651527405, -0.014641880989074707, -0.009463528171181679, -0.2605415880680084, -0.2811245322227478, 0.04202199727296829, -0.1336365044116974, -0.14513806998729706, -0.20098330080509186, 0.18495099246501923, 0.3000860810279846, -0.34738561511039734, -0.18693575263023376, -0.37249454855918884, 0.008464044891297817, -0.013007596135139465, 0.2899177074432373, -0.23858802020549774, 0.0959537997841835, 0.418962299823761, -0.34765884280204773, 0.06668660044670105, -0.4948941469192505, 0.1946016103029251, 0.0861329734325409, 0.561610758304596, -0.4935741722583771, -0.14412091672420502, -0.00046465187915600836, -0.4126763343811035, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.19228793680667877, -0.8942847847938538, 1.006601333618164, -0.4334474802017212, 0.07477736473083496, -0.7655895352363586]"
198,131,False,android update,unknown,False,1.4032806,0.5776091,1.6043720000000001,1.256866,0.80985326,-0.5094172,0.56330335,1530568454738.086,5,evening,0,1530568634738.086,short,unknown,"[0.16423377394676208, 0.2691446542739868, -0.16790075600147247, -0.05466542765498161, -0.14260368049144745, 0.18341641128063202, 0.06063052639365196, -0.12740398943424225, -0.6745337247848511, -0.07134629786014557, 0.3227729797363281, 0.02931499108672142, -0.2447340041399002, -0.4122459888458252, 0.05861465632915497, -0.07372989505529404, -0.11789678782224655, -0.09998656809329987, -0.27182263135910034, -0.08969856798648834, 0.1377621591091156, -0.27001839876174927, 0.15919071435928345, 0.18479673564434052, -0.32944709062576294, 0.939065158367157, 0.26573115587234497, 0.011658839881420135, -0.33556634187698364, 0.046865735203027725, -0.05503194406628609, -0.3548019528388977, 0.1943671703338623, 0.11354081332683563, 0.2468264251947403, 0.12878985702991486, -0.1382901966571808, 0.3786422610282898, 0.16315534710884094, 0.09995955973863602, 0.2354549914598465, -0.4700298011302948, -0.19450657069683075, -0.10211597383022308, 0.1050650104880333, 0.5071796178817749, -0.15295152366161346, -0.1655149757862091, -0.045691076666116714, -0.3926009237766266, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.19228793680667877, -0.8942847847938538, 1.006601333618164, -0.4334474802017212, 0.07477736473083496, -0.7655895352363586]"
199,99,True,whatsapp,msg,False,7.652407,2.0095446,1.4057939,0.45241237,1.6831149,0.4350147,0.73485416,1530568514738.086,5,evening,1,1530569114738.086,medium,unknown,"[0.1988324671983719, 0.010035494342446327, -0.02777530811727047, -0.12013517320156097, -0.131544291973114, 0.056838687509298325, 0.0267773550003767, -0.08017965406179428, -0.08156361430883408, 0.1054358184337616, -0.2383010983467102, -0.5886416435241699, -0.05603644251823425, -0.08648607134819031, 0.08949396014213562, 0.11257611215114594, 0.24009071290493011, 0.05017862841486931, 0.19768448173999786, -0.09610418230295181, 0.06501158326864243, 0.006978239864110947, -0.2353954315185547, -0.03225647285580635, 0.08558981120586395, -0.09908807277679443, -0.04560454934835434, -0.0017780906055122614, -0.02545516937971115, 0.05686108395457268, -0.1048756092786789, -0.39048850536346436, 0.021501217037439346, 0.5179013013839722, 0.08593878895044327, 0.016632964834570885, -0.31265872716903687, 0.004846451338380575, -0.2058350294828415, -0.024987323209643364, 0.08240312337875366, -0.24793978035449982, -0.0060980492271482944, -0.03438890352845192, -0.3235475420951843, -0.18448691070079803, 0.2655058205127716, 0.14361725747585297, -0.15806566178798676, 0.3821435868740082, 0.44675958156585693, -0.7627975344657898, 0.6358047127723694, -0.08180944621562958, 0.14215664565563202, -0.6175026893615723, -0.2808590531349182, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.19228793680667877, -0.8942847847938538, 1.006601333618164, -0.4334474802017212, 0.07477736473083496, -0.7655895352363586]"
200,125,True,whatsapp,unknown,True,2.4432054,0.43232077,0.42557555,-0.69130176,-0.31060553,0.39417648,0.97817135,1530568574738.086,5,evening,1,1530569714738.086,medium,unknown,"[0.1988324671983719, 0.010035494342446327, -0.02777530811727047, -0.12013517320156097, -0.131544291973114, 0.056838687509298325, 0.0267773550003767, -0.08017965406179428, -0.08156361430883408, 0.1054358184337616, -0.2383010983467102, -0.5886416435241699, -0.05603644251823425, -0.08648607134819031, 0.08949396014213562, 0.11257611215114594, 0.24009071290493011, 0.05017862841486931, 0.19768448173999786, -0.09610418230295181, 0.06501158326864243, 0.006978239864110947, -0.2353954315185547, -0.03225647285580635, 0.08558981120586395, -0.09908807277679443, -0.04560454934835434, -0.0017780906055122614, -0.02545516937971115, 0.05686108395457268, -0.1048756092786789, -0.39048850536346436, 0.021501217037439346, 0.5179013013839722, 0.08593878895044327, 0.016632964834570885, -0.31265872716903687, 0.004846451338380575, -0.2058350294828415, -0.024987323209643364, 0.08240312337875366, -0.24793978035449982, -0.0060980492271482944, -0.03438890352845192, -0.3235475420951843, -0.18448691070079803, 0.2655058205127716, 0.14361725747585297, -0.15806566178798676, 0.3821435868740082, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.19228793680667877, -0.8942847847938538, 1.006601333618164, -0.4334474802017212, 0.07477736473083496, -0.7655895352363586]"
201,165,True,googlequicksearchbox,unknown,False,0.10179471,0.05137165,0.88524747,0.10269367,-0.34357882,0.06653863,2.0980172,1530568574738.086,5,evening,0,1530569894738.086,medium,unknown,"[-0.15522760152816772, 0.1602586805820465, -0.51402747631073, 0.16599434614181519, -0.1681099385023117, -0.028871824964880943, 0.13573722541332245, -0.05713567137718201, 0.013803940266370773, -0.2558591961860657, -0.366482138633728, 0.10868094861507416, -0.12464041262865067, 0.1609119474887848, 0.30371224880218506, 0.6624284982681274, -0.36736705899238586, -0.056233279407024384, -0.2619503140449524, -0.14056064188480377, -0.11747899651527405, -0.014641880989074707, -0.009463528171181679, -0.2605415880680084, -0.2811245322227478, 0.04202199727296829, -0.1336365044116974, -0.14513806998729706, -0.20098330080509186, 0.18495099246501923, 0.3000860810279846, -0.34738561511039734, -0.18693575263023376, -0.37249454855918884, 0.008464044891297817, -0.013007596135139465, 0.2899177074432373, -0.23858802020549774, 0.0959537997841835, 0.418962299823761, -0.34765884280204773, 0.06668660044670105, -0.4948941469192505, 0.1946016103029251, 0.0861329734325409, 0.561610758304596, -0.4935741722583771, -0.14412091672420502, -0.00046465187915600836, -0.4126763343811035, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.19228793680667877, -0.8942847847938538, 1.006601333618164, -0.4334474802017212, 0.07477736473083496, -0.7655895352363586]"
202,132,True,whatsapp,msg,False,-6.0771046,1.2408876,2.3371692,1.98581,0.8164741999999999,-0.063150525,-0.57991165,1530568754738.086,5,evening,1,1530569174738.086,medium,unknown,"[0.1988324671983719, 0.010035494342446327, -0.02777530811727047, -0.12013517320156097, -0.131544291973114, 0.056838687509298325, 0.0267773550003767, -0.08017965406179428, -0.08156361430883408, 0.1054358184337616, -0.2383010983467102, -0.5886416435241699, -0.05603644251823425, -0.08648607134819031, 0.08949396014213562, 0.11257611215114594, 0.24009071290493011, 0.05017862841486931, 0.19768448173999786, -0.09610418230295181, 0.06501158326864243, 0.006978239864110947, -0.2353954315185547, -0.03225647285580635, 0.08558981120586395, -0.09908807277679443, -0.04560454934835434, -0.0017780906055122614, -0.02545516937971115, 0.05686108395457268, -0.1048756092786789, -0.39048850536346436, 0.021501217037439346, 0.5179013013839722, 0.08593878895044327, 0.016632964834570885, -0.31265872716903687, 0.004846451338380575, -0.2058350294828415, -0.024987323209643364, 0.08240312337875366, -0.24793978035449982, -0.0060980492271482944, -0.03438890352845192, -0.3235475420951843, -0.18448691070079803, 0.2655058205127716, 0.14361725747585297, -0.15806566178798676, 0.3821435868740082, 0.44675958156585693, -0.7627975344657898, 0.6358047127723694, -0.08180944621562958, 0.14215664565563202, -0.6175026893615723, -0.2808590531349182, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.19228793680667877, -0.8942847847938538, 1.006601333618164, -0.4334474802017212, 0.07477736473083496, -0.7655895352363586]"
203,206,False,android update,unknown,False,18.401735,0.15400129999999998,0.7289901999999999,-0.57264316,0.70589393,-0.09954426,0.4470277,1530581474738.086,6,night,-2,1530581474738.086,immediate,unknown,"[-0.8973738551139832, 0.6662569642066956, -1.012515902519226, 1.5302975177764893, -0.548590362071991, 0.5307856202125549, 1.1027319431304932, 0.6717894673347473, -0.20088951289653778, -0.8641524910926819, -0.326763391494751, 1.8476502895355225, -0.9450554251670837, -0.15653537213802338, -0.8304051756858826, -1.2683509588241577, -1.525343894958496, -1.7016531229019165, 0.04522716999053955, -1.2149426937103271, -1.3065147399902344, 0.14250996708869934, 1.0130329132080078, 0.5330077409744263, -0.8574453592300415, 0.6441009640693665, 0.8011665940284729, 0.4707340598106384, -0.20750004053115845, 1.0819053649902344, -0.7060084342956543, 1.7346009016036987, -0.7875357270240784, -1.448992371559143, -0.7637062668800354, 0.6954373717308044, 1.4498661756515503, 0.12247931957244873, 2.1375908851623535, 0.9723175764083862, 0.20904558897018433, 0.1841038316488266, 0.09314730763435364, -0.7802277207374573, 0.9162952303886414, 0.823856770992279, -1.0720492601394653, -1.3104435205459595, -0.4146607518196106, -0.38081130385398865, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.6698870062828064, 1.5823525190353394, 0.12644675374031067, -0.2951228618621826, 0.9536911845207214, 0.4279000461101532]"
204,207,False,android update,unknown,False,23.10131,0.13247657000000002,0.56481725,0.21703145000000001,0.48727506000000004,0.14493582,-1.079461,1530582494738.086,6,night,0,1530582794738.086,short,unknown,"[-0.8973738551139832, 0.6662569642066956, -1.012515902519226, 1.5302975177764893, -0.548590362071991, 0.5307856202125549, 1.1027319431304932, 0.6717894673347473, -0.20088951289653778, -0.8641524910926819, -0.326763391494751, 1.8476502895355225, -0.9450554251670837, -0.15653537213802338, -0.8304051756858826, -1.2683509588241577, -1.525343894958496, -1.7016531229019165, 0.04522716999053955, -1.2149426937103271, -1.3065147399902344, 0.14250996708869934, 1.0130329132080078, 0.5330077409744263, -0.8574453592300415, 0.6441009640693665, 0.8011665940284729, 0.4707340598106384, -0.20750004053115845, 1.0819053649902344, -0.7060084342956543, 1.7346009016036987, -0.7875357270240784, -1.448992371559143, -0.7637062668800354, 0.6954373717308044, 1.4498661756515503, 0.12247931957244873, 2.1375908851623535, 0.9723175764083862, 0.20904558897018433, 0.1841038316488266, 0.09314730763435364, -0.7802277207374573, 0.9162952303886414, 0.823856770992279, -1.0720492601394653, -1.3104435205459595, -0.4146607518196106, -0.38081130385398865, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.6698870062828064, 1.5823525190353394, 0.12644675374031067, -0.2951228618621826, 0.9536911845207214, 0.4279000461101532]"
205,293,False,googlequicksearchbox,unknown,False,36.102985,0.34986252,0.7401907400000001,0.16564089,0.13585846000000001,-0.47597477,0.55933577,1530585494738.086,6,night,0,1530585614738.086,short,unknown,"[-0.15522760152816772, 0.1602586805820465, -0.51402747631073, 0.16599434614181519, -0.1681099385023117, -0.028871824964880943, 0.13573722541332245, -0.05713567137718201, 0.013803940266370773, -0.2558591961860657, -0.366482138633728, 0.10868094861507416, -0.12464041262865067, 0.1609119474887848, 0.30371224880218506, 0.6624284982681274, -0.36736705899238586, -0.056233279407024384, -0.2619503140449524, -0.14056064188480377, -0.11747899651527405, -0.014641880989074707, -0.009463528171181679, -0.2605415880680084, -0.2811245322227478, 0.04202199727296829, -0.1336365044116974, -0.14513806998729706, -0.20098330080509186, 0.18495099246501923, 0.3000860810279846, -0.34738561511039734, -0.18693575263023376, -0.37249454855918884, 0.008464044891297817, -0.013007596135139465, 0.2899177074432373, -0.23858802020549774, 0.0959537997841835, 0.418962299823761, -0.34765884280204773, 0.06668660044670105, -0.4948941469192505, 0.1946016103029251, 0.0861329734325409, 0.561610758304596, -0.4935741722583771, -0.14412091672420502, -0.00046465187915600836, -0.4126763343811035, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.6698870062828064, 1.5823525190353394, 0.12644675374031067, -0.2951228618621826, 0.9536911845207214, 0.4279000461101532]"
206,209,False,whatsapp,unknown,False,-1.3085556,0.37730423,0.44036922,-0.76156855,0.14622508,1.0119977,1.0717311999999999,1530595994738.086,6,night,-1,1530596534738.086,medium,unknown,"[0.1988324671983719, 0.010035494342446327, -0.02777530811727047, -0.12013517320156097, -0.131544291973114, 0.056838687509298325, 0.0267773550003767, -0.08017965406179428, -0.08156361430883408, 0.1054358184337616, -0.2383010983467102, -0.5886416435241699, -0.05603644251823425, -0.08648607134819031, 0.08949396014213562, 0.11257611215114594, 0.24009071290493011, 0.05017862841486931, 0.19768448173999786, -0.09610418230295181, 0.06501158326864243, 0.006978239864110947, -0.2353954315185547, -0.03225647285580635, 0.08558981120586395, -0.09908807277679443, -0.04560454934835434, -0.0017780906055122614, -0.02545516937971115, 0.05686108395457268, -0.1048756092786789, -0.39048850536346436, 0.021501217037439346, 0.5179013013839722, 0.08593878895044327, 0.016632964834570885, -0.31265872716903687, 0.004846451338380575, -0.2058350294828415, -0.024987323209643364, 0.08240312337875366, -0.24793978035449982, -0.0060980492271482944, -0.03438890352845192, -0.3235475420951843, -0.18448691070079803, 0.2655058205127716, 0.14361725747585297, -0.15806566178798676, 0.3821435868740082, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.6698870062828064, 1.5823525190353394, 0.12644675374031067, -0.2951228618621826, 0.9536911845207214, 0.4279000461101532]"
207,264,False,freeletics,unknown,False,36.206112,1.5536292,-0.11438421,0.041959174,1.2911104,-0.13146862,0.6941554,1530597614738.086,6,night,1,1530598214738.086,medium,unknown,"[-0.0995066910982132, -0.5926839113235474, -0.0825270339846611, 0.22457759082317352, -0.08874580264091492, 0.6066809892654419, -0.5384079813957214, 0.9686309695243835, 1.0260615348815918, -0.3961998522281647, 0.0021293708123266697, -0.45794790983200073, 0.40175601840019226, 0.07782714813947678, -1.258314847946167, -0.6303433775901794, -0.13047249615192413, 0.3426761031150818, 0.9259428381919861, -0.12752269208431244, 0.1251329928636551, 0.8404170870780945, -0.2771752178668976, 0.26701289415359497, -0.25562551617622375, -0.6439990401268005, 1.1128076314926147, -0.5330620408058167, 0.6160866022109985, -0.7165802121162415, -1.0650838613510132, 0.8178019523620605, -1.0569407939910889, -1.027848720550537, -0.07930096983909607, -0.12218169122934341, -0.8775362372398376, -0.7574310302734375, 0.09969404339790344, 0.6255561113357544, 0.6967232823371887, 1.1949900388717651, 0.7611016035079956, -0.20869097113609314, -1.0187187194824219, -0.5988306999206543, 0.4248172342777252, -0.37963560223579407, 0.7277821898460388, 1.1802624464035034, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.6698870062828064, 1.5823525190353394, 0.12644675374031067, -0.2951228618621826, 0.9536911845207214, 0.4279000461101532]"
208,235,False,whatsapp,unknown,False,3.9699392,-0.14787617,-0.6172824,-0.2922821,0.037730943,0.3847964,1.3494468,1530597674738.086,6,morn,2,1530598214738.086,medium,unknown,"[0.1988324671983719, 0.010035494342446327, -0.02777530811727047, -0.12013517320156097, -0.131544291973114, 0.056838687509298325, 0.0267773550003767, -0.08017965406179428, -0.08156361430883408, 0.1054358184337616, -0.2383010983467102, -0.5886416435241699, -0.05603644251823425, -0.08648607134819031, 0.08949396014213562, 0.11257611215114594, 0.24009071290493011, 0.05017862841486931, 0.19768448173999786, -0.09610418230295181, 0.06501158326864243, 0.006978239864110947, -0.2353954315185547, -0.03225647285580635, 0.08558981120586395, -0.09908807277679443, -0.04560454934835434, -0.0017780906055122614, -0.02545516937971115, 0.05686108395457268, -0.1048756092786789, -0.39048850536346436, 0.021501217037439346, 0.5179013013839722, 0.08593878895044327, 0.016632964834570885, -0.31265872716903687, 0.004846451338380575, -0.2058350294828415, -0.024987323209643364, 0.08240312337875366, -0.24793978035449982, -0.0060980492271482944, -0.03438890352845192, -0.3235475420951843, -0.18448691070079803, 0.2655058205127716, 0.14361725747585297, -0.15806566178798676, 0.3821435868740082, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 0.12644675374031067, -0.2951228618621826, 0.9536911845207214, 0.4279000461101532]"
